Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/User Management Objects/input_last_name""), last_name)",Chrome 121.0.0.0,,,2024-02-12 09:49:23,2024-02-12 09:49:24,1.251s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_phone_number""), phone_number)",Chrome 121.0.0.0,,,2024-02-12 09:49:24,2024-02-12 09:49:25,1.240s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/User Management Objects/select_country""), country, false)",Chrome 121.0.0.0,,,2024-02-12 09:49:25,2024-02-12 09:49:27,1.517s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_city""), city)",Chrome 121.0.0.0,,,2024-02-12 09:49:27,2024-02-12 09:49:28,1.173s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_address""), address)",Chrome 121.0.0.0,,,2024-02-12 09:49:28,2024-02-12 09:49:29,1.315s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_state""), state)",Chrome 121.0.0.0,,,2024-02-12 09:49:29,2024-02-12 09:49:31,1.568s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_postal_code""), postal_code)",Chrome 121.0.0.0,,,2024-02-12 09:49:31,2024-02-12 09:49:32,1.137s,PASSED
"check(findTestObject(""Object Repository/User Management Objects/checkbox_agree""))",Chrome 121.0.0.0,,,2024-02-12 09:49:32,2024-02-12 09:49:32,0.703s,PASSED
"click(findTestObject(""Object Repository/User Management Objects/btn_register""))",Chrome 121.0.0.0,,,2024-02-12 09:49:32,2024-02-12 09:49:33,0.494s,PASSED
"displayedUsername = getText(findTestObject(""Object Repository/User Management Objects/span_user_name""))",Chrome 121.0.0.0,,,2024-02-12 09:49:33,2024-02-12 09:49:33,0.564s,PASSED
"println(""Username = "" + displayedUsername)",Chrome 121.0.0.0,,,2024-02-12 09:49:33,2024-02-12 09:49:34,0.015s,PASSED
"println(""Variable Username = "" + username)",Chrome 121.0.0.0,,,2024-02-12 09:49:34,2024-02-12 09:49:34,0.009s,PASSED
"assert displayedUsername.equalsIgnoreCase(username) : ""Username false!""",Chrome 121.0.0.0,,,2024-02-12 09:49:34,2024-02-12 09:49:34,0.028s,FAILED
