Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/User Management Objects/input_username""), username)",Chrome 121.0.0.0,,,2024-02-12 09:44:19,2024-02-12 09:44:23,4.459s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_email""), email)",Chrome 121.0.0.0,,,2024-02-12 09:44:23,2024-02-12 09:44:24,1.174s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_password""), password)",Chrome 121.0.0.0,,,2024-02-12 09:44:24,2024-02-12 09:44:26,1.236s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_confirm_password""), password)",Chrome 121.0.0.0,,,2024-02-12 09:44:26,2024-02-12 09:44:27,1.255s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_email""), email)",Chrome 121.0.0.0,,,2024-02-12 09:44:27,2024-02-12 09:44:29,1.706s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_first_name""), first_name)",Chrome 121.0.0.0,,,2024-02-12 09:44:29,2024-02-12 09:44:29,0.818s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_last_name""), last_name)",Chrome 121.0.0.0,,,2024-02-12 09:44:29,2024-02-12 09:44:31,1.221s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_phone_number""), phone_number)",Chrome 121.0.0.0,,,2024-02-12 09:44:31,2024-02-12 09:44:32,1.136s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/User Management Objects/select_country""), country, false)",Chrome 121.0.0.0,,,2024-02-12 09:44:32,2024-02-12 09:44:33,1.230s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_city""), city)",Chrome 121.0.0.0,,,2024-02-12 09:44:33,2024-02-12 09:44:34,1.196s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_address""), address)",Chrome 121.0.0.0,,,2024-02-12 09:44:34,2024-02-12 09:44:35,1.209s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_state""), state)",Chrome 121.0.0.0,,,2024-02-12 09:44:35,2024-02-12 09:44:36,1.154s,PASSED
"setText(findTestObject(""Object Repository/User Management Objects/input_postal_code""), postal_code)",Chrome 121.0.0.0,,,2024-02-12 09:44:36,2024-02-12 09:44:38,1.182s,PASSED
"check(findTestObject(""Object Repository/User Management Objects/checkbox_agree""))",Chrome 121.0.0.0,,,2024-02-12 09:44:38,2024-02-12 09:44:38,0.594s,PASSED
"click(findTestObject(""Object Repository/User Management Objects/btn_register""))",Chrome 121.0.0.0,,,2024-02-12 09:44:38,2024-02-12 09:44:39,0.511s,PASSED
"displayedUsername = getText(findTestObject(""Object Repository/User Management Objects/span_user_name""))",Chrome 121.0.0.0,,,2024-02-12 09:44:39,2024-02-12 09:44:40,1.151s,PASSED
"println(""Username = "" + displayedUsername)",Chrome 121.0.0.0,,,2024-02-12 09:44:40,2024-02-12 09:44:40,0.013s,PASSED
"println(""Variable Username = "" + username)",Chrome 121.0.0.0,,,2024-02-12 09:44:40,2024-02-12 09:44:40,0.000s,PASSED
"assert displayedUsername.equalsIgnoreCase(username) : ""Username false!""",Chrome 121.0.0.0,,,2024-02-12 09:44:40,2024-02-12 09:44:40,0.052s,FAILED
